2026-07-21 22:40:35 | INFO | BI | === RUN START ===
2026-07-21 22:42:15 | INFO | BI | Loaded: 201 rows, 4 columns
2026-07-21 22:42:15 | INFO | BI | Loading products from data/raw/products_data.csv
2026-07-21 22:42:15 | INFO | BI | Loaded: 100 rows, 4 columns
2026-07-21 22:42:15 | INFO | BI | Loading sales from data/raw/sales_data.csv
2026-07-21 22:42:15 | INFO | BI | Loaded: 2400 rows, 7 columns
2026-07-21 22:42:15 | INFO | BI | CALL a function to get sales by region........
2026-07-21 22:42:15 | INFO | BI | Aggregating sales by region
2026-07-21 22:42:15 | INFO | BI |   Top region: East ($1,234,686.51)
2026-07-21 22:42:15 | INFO | BI | Returning DataFrame with total sales by region
2026-07-21 22:42:15 | INFO | BI | CALL a function to plot sales by region........
2026-07-21 22:42:15 | INFO | BI | Creating chart: Total Sales by Region
2026-07-21 22:42:18 | INFO | BI | CALL a function to get sales by product category........
2026-07-21 22:42:18 | INFO | BI | Aggregating sales by product category
2026-07-21 22:42:18 | INFO | BI |   Top category: Office ($1,420,376.39)
2026-07-21 22:42:18 | INFO | BI | CALL a function to plot sales by product category........
2026-07-21 22:42:18 | INFO | BI | Creating chart: Total Sales by Product Category
2026-07-21 22:42:19 | INFO | BI | CALL a function to summarize the datasets........
2026-07-21 22:42:19 | INFO | BI | ========================
2026-07-21 22:42:19 | INFO | BI | SUMMARY
2026-07-21 22:42:19 | INFO | BI | ========================
2026-07-21 22:42:19 | INFO | BI | Customers:  201 rows, 4 columns
2026-07-21 22:42:19 | INFO | BI | Products:   100 rows, 4 columns
2026-07-21 22:42:19 | INFO | BI | Sales:      2400 rows, 7 columns
2026-07-21 22:42:19 | INFO | BI | ========================
2026-07-21 22:42:19 | INFO | BI | ANALYST NOTES:
2026-07-21 22:42:19 | INFO | BI | Note any data quality issues.
2026-07-21 22:42:19 | INFO | BI | We will clean data later.
2026-07-21 22:42:19 | INFO | BI | ========================
2026-07-21 22:42:19 | INFO | BI | CALL a function to show charts........
2026-07-21 22:42:24 | INFO | BI | Workflow complete
2026-07-21 22:42:24 | INFO | BI | CLOSE chart windows to continue.
2026-07-21 22:42:24 | INFO | BI | Terminate this process with CTRL+c as needed.
2026-07-21 22:42:24 | INFO | BI | ========================
2026-07-21 22:42:24 | INFO | BI | Executed successfully!
2026-07-21 22:42:24 | INFO | BI | ========================
